"ACCENUMB"	"OBJECTID"	"INSTCODE"	"COLLNUMB"	"COLLCODE"	"COLLNAME"	"COLLINSTADDRESS"	"COLLMISSID"	"GENUS"	"SPECIES"	"SPAUTHOR"	"SUBTAXA"	"SUBTAUTHOR"	"CROPNAME"	"ACCENAME"	"ACQDATE"	"ORIGCTY"	"NAMECTY"	"ADM1"	"ADM2"	"ADM3"	"ADM4"	"COLLSITE"	"DECLATITUDE"	"LATITUDE"	"DECLONGITUDE"	"LONGITUDE"	"COORDUNCERT"	"COORDDATUM"	"GEOREFMETH"	"ELEVATION"	"COLLDATE"	"BREDCODE"	"BREDNAME"	"SAMPSTAT"	"ANCEST"	"COLLSRC"	"DONORCODE"	"DONORNAME"	"DONORNUMB"	"OTHERNUMB"	"DUPLSITE"	"DUPLINSTNAME"	"STORAGE"	"MLSSTAT"	"REMARKS"	"globlandc"	"DISTOLAND"	"SUITQUAL"	"ID_0"	"ISO"	"NAME_0"	"ID_1"	"NAME_1"	"VARNAME_1"	"ENGTYPE_1"	"ID_2"	"NAME_2"	"VARNAME_2"	"ENGTYPE_2"	"ID_3"	"NAME_3"	"VARNAME_3"	"ENGTYPE_3"	"ID_4"	"NAME_4"	"VARNAME_4"	"ENGTYPE4"	"NIVELMAX"	"LOCALQUAL"	"COORQUAL"	"intertemp"	"errores"	"precis"	"georble"	"GEOREFMETH1"	"TOTALQUAL"	"TOTALQUAL100"
"E00066922"	218026	"E"	"JW2869"	NA	NA	NA	NA	"Verbascum"	"bottae "	"(Defl.) Huber-Morath"	NA	NA	NA	NA	NA	"YEM"	"Yemen"	"Governorate"	"District"	NA	NA	"Jabal Sumara, Ibb"	14.185817	NA	44.27695	NA	NA	NA	200	2800	19790621	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	251	"YEM"	"Yemen"	14	"Ibb"	NA	"Governorate"	227	"Yarim"	"NA "	"District"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	2	39.6666666666667	66.1111111111111
"E00066923"	218081	"E"	"KG1"	NA	NA	NA	NA	"Verbascum"	"bottae "	"(Defl.) Huber-Morath"	NA	NA	NA	NA	NA	"YEM"	"Yemen"	"Governorate"	"District"	NA	NA	"West facing slopes of Jabal Sabir, 15 Km S of Taizz, Taizz"	13.512503	NA	44.047682	NA	NA	NA	200	2300	19820611	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	3	0	20	251	"YEM"	"Yemen"	21	"Ta`izz"	"Taez|Taiz|Taizz"	"Governorate"	329	"Sabir Al Mawadim"	"NA "	"District"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	2	44.6666666666667	74.4444444444444
"E00066924"	217987	"E"	"JW2835"	NA	NA	NA	NA	"Verbascum "	"melhanense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"YEM"	"Yemen"	"Governorate"	"District"	NA	NA	"Jabal Masar, Sana'a"	15.078606	NA	43.680834	NA	NA	NA	200	2600	19790608	NA	NA	100	NA	62	NA	NA	NA	NA	NA	NA	NA	0	NA	12	0	20	251	"YEM"	"Yemen"	19	"San`a'"	"Sana'a"	"City"	290	"Manakhah"	"NA "	"District"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	2	44.6666666666667	74.4444444444444
"E00066925"	173061	"E"	"IS2692"	NA	NA	NA	NA	"Verbascum "	"melhanense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Wadi Al-Ouse, Abha"	18.283871	NA	42.334629	NA	NA	NA	200	975	19810513	NA	NA	100	NA	62	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	1	"`Asir"	"Asir|Aseer|Assyear"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	43	71.6666666666667
"E00066926"	217987	"E"	"AD3369"	NA	NA	NA	NA	"Verbascum"	"bottae "	"(Defl.) Huber-Morath"	NA	NA	NA	NA	NA	"YEM"	"Yemen"	"Governorate"	"District"	NA	NA	"Shibam, Sana'a"	15.089583	NA	43.715807	NA	NA	NA	200	2500	19810401	NA	NA	100	NA	62	NA	NA	NA	NA	NA	NA	NA	0	NA	12	0	20	251	"YEM"	"Yemen"	19	"San`a'"	"Sana'a"	"City"	290	"Manakhah"	"NA "	"District"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	2	44.6666666666667	74.4444444444444
"E00066927"	173059	"E"	"IS7235"	NA	NA	NA	NA	"Verbascum "	"sinaiticum  "	"Benth."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Jabal Al-Lawz, near Aqaba Gulf, Tabuk"	28.64481	NA	35.284538	NA	NA	NA	200	1219	19890803	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	198	"SAU"	"Saudi Arabia"	13	"Tabuk"	"Tabouk"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	33	55
"E00066928"	173059	"E"	"IS7048"	NA	NA	NA	NA	"Verbascum "	"eremobium "	"Murb. "	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Near Jabal Al-Lawz, Tabuk"	28.441775	NA	35.49206	NA	NA	NA	200	1220	19890328	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	13	"Tabuk"	"Tabouk"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	43	71.6666666666667
"E00066929"	173059	"E"	"IS4347"	NA	NA	NA	NA	"Verbascum "	"eremobium "	"Murb. "	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Near Wadi Sadrr, Tabuk"	27.900765	NA	35.897577	NA	NA	NA	200	915	19830420	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	198	"SAU"	"Saudi Arabia"	13	"Tabuk"	"Tabouk"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	33	55
"E00066930"	173059	"E"	"IS7227"	NA	NA	NA	NA	"Verbascum "	"eremobium "	"Murb. "	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"8 Km south of Jabal Al-Lawz, Tabuk"	28.456195	NA	35.473188	NA	NA	NA	200	1060	19890802	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	198	"SAU"	"Saudi Arabia"	13	"Tabuk"	"Tabouk"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	33	55
"E00066931"	120493	"E"	"JE3399"	NA	NA	NA	NA	"Verbascum"	"omanense"	"Hub.-Mor."	NA	NA	"metahí"	NA	NA	"OMN"	"Oman"	"Region"	"Province"	NA	NA	"W. Hajar mts, 12 km from Kahanat to Rahbah, E. side of Jabal Al Halla, Ad Dakhiliyah"	23.313542	NA	56.963628	NA	NA	NA	200	750	19800314	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	169	"OMN"	"Oman"	1	"Ad Dakhliyah"	"Ad Dakhiliyah"	"Region"	2	"Al Hamra"	"NA "	"Province"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	2	39.6666666666667	66.1111111111111
"E00066932"	120493	"E"	"RW655"	NA	NA	NA	NA	"Verbascum"	"omanense"	"Hub.-Mor."	NA	NA	"metahí"	NA	NA	"OMN"	"Oman"	"Region"	"Province"	NA	NA	"Al Khadrah, Oasis NE of Buraimi, Al Batinah South"	23.364653	NA	57.308452	NA	NA	NA	200	400	19840623	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	169	"OMN"	"Oman"	1	"Ad Dakhliyah"	"Ad Dakhiliyah"	"Region"	2	"Al Hamra"	"NA "	"Province"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	2	39.6666666666667	66.1111111111111
"E00066933"	120480	"E"	"RW1197"	NA	NA	NA	NA	"Verbascum"	"omanense"	"Hub.-Mor."	NA	NA	"metahí"	NA	NA	"OMN"	"Oman"	"Region"	"Province"	NA	NA	"Wadi Rayy, between Mahdah and Hatta, NE of Buraimi, Al Buraymi"	24.653401	NA	56.113258	NA	NA	NA	200	200	19900404	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	169	"OMN"	"Oman"	2	"Al Batnah"	"Al Batinah|Ad Batinah"	"Region"	18	"Shinas"	"NA "	"Province"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	2	39.6666666666667	66.1111111111111
"E00066934"	120490	"E"	"JE3202"	NA	NA	NA	NA	"Verbascum"	"omanense"	"Hub.-Mor."	NA	NA	"metahí"	NA	NA	"OMN"	"Oman"	"Region"	"Province"	NA	NA	"Hibra, 10 km N of Nakhl, Al Batinah South"	23.415904	NA	57.814221	NA	NA	NA	200	160	19800302	NA	NA	100	NA	62	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	169	"OMN"	"Oman"	2	"Al Batnah"	"Al Batinah|Ad Batinah"	"Region"	10	"Al Awabi"	"NA "	"Province"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	2	29.6666666666667	49.4444444444444
"E00066935"	120490	"E"	"MG7487/11"	NA	NA	NA	NA	"Verbascum"	"omanense"	"Hub.-Mor."	NA	NA	"metahí"	NA	NA	"OMN"	"Oman"	"Region"	"Province"	NA	NA	"Hibra, near Nakhl, Al Batinah South"	23.401197	NA	57.827606	NA	NA	NA	200	200	19850405	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	NA	0	NA	15	0	20	169	"OMN"	"Oman"	2	"Al Batnah"	"Al Batinah|Ad Batinah"	"Region"	10	"Al Awabi"	"NA "	"Province"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	2	44.6666666666667	74.4444444444444
"E00066936"	202894	"E"	"JB905"	NA	NA	NA	NA	"Verbascum"	"omanense"	"Hub.-Mor."	NA	NA	"metahí"	NA	NA	"ARE"	"United Arab Emirates"	"Emirate"	NA	NA	NA	"Wadi Jeema, Hatta Town, Hatta"	24.778328	NA	56.142308	NA	NA	NA	200	300	19860317	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	NA	0	NA	18	0	18	238	"ARE"	"United Arab Emirates"	3	"Dubay"	"Dibay|Douba√Ø|Dubai, Dubayy"	"Emirate"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	46	76.6666666666667
"E00066939"	173061	"E"	"IS2965"	NA	NA	NA	NA	"Verbascum "	"yemense "	"Defl. "	"var. yemense"	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Between Abha and Jabal Al-Soudah, Abha"	18.2362	NA	42.400656	NA	NA	NA	200	2590	19811017	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	198	"SAU"	"Saudi Arabia"	1	"`Asir"	"Asir|Aseer|Assyear"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	33	55
"E00066941"	173061	"E"	"IS5321"	NA	NA	NA	NA	"Verbascum "	"yemense "	"Defl. "	"var. yemense"	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Al-Namas, Abha"	19.16042	NA	42.110826	NA	NA	NA	200	2073	19850428	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	198	"SAU"	"Saudi Arabia"	1	"`Asir"	"Asir|Aseer|Assyear"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	33	55
"E00066942"	173060	"E"	"IS2899"	NA	NA	NA	NA	"Verbascum  "	"medinecum"	"Hemaid"	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Jabal Radwa, 70 km N of Yanbu, Medina"	24.556112	NA	38.217239	NA	NA	NA	200	1981	19811010	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	198	"SAU"	"Saudi Arabia"	5	"Al Madinah"	"Madinah|Al Madinah al Munawwarah|Monwarah|Medina|M√©dine"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	33	55
"E00066943"	173061	"E"	"IS5368"	NA	NA	NA	NA	"Verbascum"	"saudiarabicum"	"(A.Alzahrani) A.Alzahrani"	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Waterfall beauty spot 10 km NW of Abha, Jabal Al-Soudah Road"	18.281247	NA	42.395356	NA	NA	NA	200	2530	19850508	NA	NA	100	NA	11	NA	NA	NA	NA	NA	NA	NA	0	NA	12	0	20	198	"SAU"	"Saudi Arabia"	1	"`Asir"	"Asir|Aseer|Assyear"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	48	80
"E00066944"	173061	"E"	"IS4478"	NA	NA	NA	NA	"Verbascum "	"yemense "	"Defl. "	"var. asiricum"	" A.Alzahrani"	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Near Souk Al-Ithnayn, head of Wadi Al-Soudah, 50 km S of Abha, Abha"	18.026615	NA	42.754036	NA	NA	NA	200	2438	19830821	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	1	"`Asir"	"Asir|Aseer|Assyear"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	43	71.6666666666667
"E00066946"	173061	"E"	"IS5525"	NA	NA	NA	NA	"Verbascum "	"longibracteatum   "	"Defl."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Near Al Hasane, 98 km from the Abha to Najran road, Abha"	17.973154	NA	42.782243	NA	NA	NA	200	1371	19851122	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	1	"`Asir"	"Asir|Aseer|Assyear"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	43	71.6666666666667
"E00066948"	173060	"E"	"IS5889"	NA	NA	NA	NA	"Verbascum  "	"medinecum"	"Hemaid"	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Jabal Radwa, 95 km S of Medina, Medina"	24.539141	NA	38.221253	NA	NA	NA	200	1524	19861031	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	NA	0	NA	12	0	20	198	"SAU"	"Saudi Arabia"	5	"Al Madinah"	"Madinah|Al Madinah al Munawwarah|Monwarah|Medina|M√©dine"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	48	80
"E00066949"	173060	"E"	"IS3757"	NA	NA	NA	NA	"Verbascum "	"shiqricum "	"Hemaid"	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Harrat Khaybar, 125 Km N of, Medina "	25.683333	NA	39.95	NA	NA	NA	100	1676	19820810	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	198	"SAU"	"Saudi Arabia"	5	"Al Madinah"	"Madinah|Al Madinah al Munawwarah|Monwarah|Medina|M√©dine"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	3	33	55
"E00066950"	173060	"E"	"IS5999"	NA	NA	NA	NA	"Verbascum  "	"medinecum"	"Hemaid"	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Jabal Radwa, 72 km N of Yanbu, Medina"	24.589019	NA	38.280168	NA	NA	NA	200	1554	19870210	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	5	"Al Madinah"	"Madinah|Al Madinah al Munawwarah|Monwarah|Medina|M√©dine"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	43	71.6666666666667
"E00066951"	120498	"E"	"AR3980"	NA	NA	NA	NA	"Verbascum "	"akdarense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"OMN"	"Oman"	"Region"	"Province"	NA	NA	"Upper end of Sakhakhin Gorge near Jabal Akhdar, Ad Dakhiliyah"	23.077437	NA	57.53895	NA	NA	NA	200	609	19760321	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	12	0	20	169	"OMN"	"Oman"	1	"Ad Dakhliyah"	"Ad Dakhiliyah"	"Region"	7	"Nizwa"	"NA "	"Province"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	2	44.6666666666667	74.4444444444444
"E00066952"	173060	"E"	"IS7116"	NA	NA	NA	NA	"Verbascum  "	"medinecum"	"Hemaid"	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Home Al-Figrah, 60 km W of Medina, Medina"	24.344167	NA	38.9504	NA	NA	NA	200	1829	19890420	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	5	"Al Madinah"	"Madinah|Al Madinah al Munawwarah|Monwarah|Medina|M√©dine"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	43	71.6666666666667
"E00066953"	217829	"E"	"JR62"	NA	NA	NA	NA	"Verbascum "	"yemense "	"Defl. "	"var. yemense"	NA	NA	NA	NA	"YEM"	"Yemen"	"Governorate"	"District"	NA	NA	"Roadside at Sana'a to Dhamar Road, Sana'a"	14.915569	NA	44.282812	NA	NA	NA	200	2440	19741010	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	18	0	18	251	"YEM"	"Yemen"	11	"Dhamar"	NA	"Governorate"	141	"Jahran"	"NA "	"District"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	2	42.6666666666667	71.1111111111111
"E00066954"	217867	"E"	"AM143"	NA	NA	NA	NA	"Verbascum "	"yemense "	"Defl. "	"var. yemense"	NA	NA	NA	NA	"YEM"	"Yemen"	"Governorate"	"District"	NA	NA	"Jabal An Nabi Shuíayb, Sana'a"	15.278226	NA	43.982636	NA	NA	NA	200	3000	19780920	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	251	"YEM"	"Yemen"	19	"San`a'"	"Sana'a"	"City"	285	"Bani Matar"	"NA "	"District"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	2	29.6666666666667	49.4444444444444
"E00066956"	217867	"E"	"JW3097"	NA	NA	NA	NA	"Verbascum "	"yemense "	"Defl. "	"var. yemense"	NA	NA	NA	NA	"YEM"	"Yemen"	"Governorate"	"District"	NA	NA	"Jabal An Nabi Shuíayb, near Yazil"	15.238789	NA	43.998905	NA	NA	NA	200	3000	19791207	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	12	0	20	251	"YEM"	"Yemen"	19	"San`a'"	"Sana'a"	"City"	285	"Bani Matar"	"NA "	"District"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	2	44.6666666666667	74.4444444444444
"E00066957"	173053	"E"	"IS7028"	NA	NA	NA	NA	"Verbascum "	"shiqricum "	"Hemaid"	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Jabal Hisma ranges, Tabuk"	29.102578	NA	35.612561	NA	NA	NA	200	1000	19890326	NA	NA	100	NA	14	NA	NA	NA	NA	NA	NA	NA	0	NA	18	0	18	198	"SAU"	"Saudi Arabia"	4	"Al Jawf"	"JawfAl Joaf|Al-Jouf|Jowf"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	46	76.6666666666667
"E00066961"	173061	"E"	"IS7462"	NA	NA	NA	NA	"Verbascum "	"yemense "	"Defl. "	"var. yemense"	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"18 km north of Alaya, Abha"	19.618824	NA	41.978798	NA	NA	NA	200	2130	19900423	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	198	"SAU"	"Saudi Arabia"	1	"`Asir"	"Asir|Aseer|Assyear"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	33	55
"E00066962"	173063	"E"	"IS7544"	NA	NA	NA	NA	"Verbascum "	"longibracteatum   "	"Defl."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Jabal Al-Qahar, Jizan"	17.626973	NA	42.858541	NA	NA	NA	200	1829	19900507	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	10	"Jizan"	"Jazan|Qizan"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	43	71.6666666666667
"E00066963"	218079	"E"	"AN8103"	NA	NA	NA	NA	"Verbascum "	"longibracteatum   "	"Defl."	NA	NA	NA	NA	NA	"YEM"	"Yemen"	"Governorate"	"District"	NA	NA	"Jabal Areys, Abyan"	13.48333333	NA	45.91666667	NA	NA	NA	200	1300	19890211	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	251	"YEM"	"Yemen"	2	"Abyan"	NA	"Governorate"	13	"Khanfir"	"NA "	"District"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	2	39.6666666666667	66.1111111111111
"E00066964"	173059	"E"	"IS5277"	NA	NA	NA	NA	"Verbascum "	"shiqricum "	"Hemaid"	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Between Sawawin and Shiqri, Tabuk"	28.094937	NA	35.948687	NA	NA	NA	200	915	19850412	NA	NA	100	NA	14	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	198	"SAU"	"Saudi Arabia"	13	"Tabuk"	"Tabouk"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	33	55
"E00066965"	173059	"E"	"IS5767"	NA	NA	NA	NA	"Verbascum "	"deserticola "	"(Murb.) Huber-Morath"	"var. deserticola"	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Somewhere N of Al Wajh to Al-Ula, dirt track, Medina"	26.495697	NA	37.203349	NA	NA	NA	200	1067	19860318	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	198	"SAU"	"Saudi Arabia"	13	"Tabuk"	"Tabouk"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	33	55
"E00066967"	173061	"E"	"IS5798"	NA	NA	NA	NA	"Verbascum "	"longibracteatum   "	"Defl."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Near Al Hasane, 98 km from the Abha to Najran road, Abha"	17.968331	NA	42.787304	NA	NA	NA	200	1524	19860411	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	12	0	20	198	"SAU"	"Saudi Arabia"	1	"`Asir"	"Asir|Aseer|Assyear"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	48	80
"E00066968"	173063	"E"	"IS7157"	NA	NA	NA	NA	"Verbascum "	"longibracteatum   "	"Defl."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Jabal Al-Qahar, Jizan"	17.633849	NA	42.866951	NA	NA	NA	200	1677	19890429	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	12	0	20	198	"SAU"	"Saudi Arabia"	10	"Jizan"	"Jazan|Qizan"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	48	80
"E00066969"	173061	"E"	"IS7170"	NA	NA	NA	NA	"Verbascum "	"yemense "	"Defl."	"var. yemense"	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Tanomah, Abha"	18.916339	NA	42.183911	NA	NA	NA	200	2011	19890502	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	198	"SAU"	"Saudi Arabia"	1	"`Asir"	"Asir|Aseer|Assyear"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	33	55
"E00066970"	173060	"E"	"IS6977"	NA	NA	NA	NA	"Verbascum  "	"medinecum"	"Hemaid"	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Home Al-Figrah, 50 km W of Medina, Medina"	24.3442	NA	38.949517	NA	NA	NA	200	1829	19890302	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	5	"Al Madinah"	"Madinah|Al Madinah al Munawwarah|Monwarah|Medina|M√©dine"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	43	71.6666666666667
"E00090893"	173064	"E"	"IS7716"	NA	NA	NA	NA	"Verbascum "	"yemense "	"Defl. "	"var. yemense"	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Near Ash Shafa, Wadi Thi Ghazal, Taif"	21.058288	NA	40.368872	NA	NA	NA	200	2286	19910320	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	12	0	20	198	"SAU"	"Saudi Arabia"	11	"Makkah"	"La Meca|La Mecca|La Mecque|Makka|Makkah al-Mukarramah|Mecca|Meca|Mecka|Mekka"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	48	80
