"ACCENUMB"	"OBJECTID"	"INSTCODE"	"COLLNUMB"	"COLLCODE"	"COLLNAME"	"COLLINSTADDRESS"	"COLLMISSID"	"GENUS"	"SPECIES"	"SPAUTHOR"	"SUBTAXA"	"SUBTAUTHOR"	"CROPNAME"	"ACCENAME"	"ACQDATE"	"ORIGCTY"	"NAMECTY"	"ADM1"	"ADM2"	"ADM3"	"ADM4"	"COLLSITE"	"DECLATITUDE"	"LATITUDE"	"DECLONGITUDE"	"LONGITUDE"	"COORDUNCERT"	"COORDDATUM"	"GEOREFMETH"	"ELEVATION"	"COLLDATE"	"BREDCODE"	"BREDNAME"	"SAMPSTAT"	"ANCEST"	"COLLSRC"	"DONORCODE"	"DONORNAME"	"DONORNUMB"	"OTHERNUMB"	"DUPLSITE"	"DUPLINSTNAME"	"STORAGE"	"MLSSTAT"	"REMARKS"	"globlandc"	"DISTOLAND"	"SUITQUAL"	"ID_0"	"ISO"	"NAME_0"	"ID_1"	"NAME_1"	"VARNAME_1"	"ENGTYPE_1"	"ID_2"	"NAME_2"	"VARNAME_2"	"ENGTYPE_2"	"ID_3"	"NAME_3"	"VARNAME_3"	"ENGTYPE_3"	"ID_4"	"NAME_4"	"VARNAME_4"	"ENGTYPE4"	"NIVELMAX"	"LOCALQUAL"	"COORQUAL"	"intertemp"	"errores"	"precis"	"georble"	"GEOREFMETH1"	"TOTALQUAL"	"TOTALQUAL100"
"AMZ214"	120490	"ON"	"DC154"	NA	NA	NA	NA	"Verbascum"	"omanense"	"Hub.-Mor."	NA	NA	"metahí"	NA	NA	"OMN"	"Oman"	"Region"	"Province"	NA	NA	"Nakhl, Al Batinah South"	23.385737	NA	57.824428	NA	NA	NA	200	100	19950316	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	169	"OMN"	"Oman"	2	"Al Batnah"	"Al Batinah|Ad Batinah"	"Region"	10	"Al Awabi"	"NA "	"Province"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	19	2	1	3	3	2	40.6666666666667	67.7777777777778
"AMZ215"	120489	"MUZ"	"AA191"	NA	NA	NA	NA	"Verbascum"	"omanense"	"Hub.-Mor."	NA	NA	"metahí"	NA	NA	"OMN"	"Oman"	"Region"	"Province"	NA	NA	"Near Wadi Taww to Nakhal Village, Al Batinah South "	23.500202	NA	57.982717	NA	NA	NA	100	285	20210629	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	"10;50"	0	NA	14	0	15	169	"OMN"	"Oman"	2	"Al Batnah"	"Al Batinah|Ad Batinah"	"Region"	16	"Nakhal"	"NA "	"Province"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	20	3	1	3	3	3	41.6666666666667	69.4444444444444
"AMZ216"	120496	"K"	"AR3766"	NA	NA	NA	NA	"Verbascum"	"omanense"	"Hub.-Mor."	NA	NA	"metahí"	NA	NA	"OMN"	"Oman"	"Region"	"Province"	NA	NA	"Wadi Mahil, below Jabal Mahil, S of Sumail, Ad Dakhiliyah"	23.271074	NA	57.91539	NA	NA	NA	200	609	19760303	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	169	"OMN"	"Oman"	1	"Ad Dakhliyah"	"Ad Dakhiliyah"	"Region"	8	"Samail"	"NA "	"Province"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	2	39.6666666666667	66.1111111111111
"AMZ217"	120496	"ON"	"RA213"	NA	NA	NA	NA	"Verbascum"	"omanense"	"Hub.-Mor."	NA	NA	"metahí"	NA	NA	"OMN"	"Oman"	"Region"	"Province"	NA	NA	"Wadi Sumail, Ad Dakhiliyah"	23.296837	NA	57.976738	NA	NA	NA	200	375	19850203	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	NA	0	NA	3	0	20	169	"OMN"	"Oman"	1	"Ad Dakhliyah"	"Ad Dakhiliyah"	"Region"	8	"Samail"	"NA "	"Province"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	2	44.6666666666667	74.4444444444444
"AMZ218"	120496	"BM"	"JM6694"	NA	NA	NA	NA	"Verbascum"	"omanense"	"Hub.-Mor."	NA	NA	"metahí"	NA	NA	"OMN"	"Oman"	"Region"	"Province"	NA	NA	"Vicinity of Samail, Ad Dakhiliyah"	23.315737	NA	58.02148	NA	NA	NA	100	304	19750420	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	NA	0	NA	12	0	20	169	"OMN"	"Oman"	1	"Ad Dakhliyah"	"Ad Dakhiliyah"	"Region"	8	"Samail"	"NA "	"Province"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	3	44.6666666666667	74.4444444444444
"AMZ219"	120496	"BM"	"JM6693"	NA	NA	NA	NA	"Verbascum"	"omanense"	"Hub.-Mor."	NA	NA	"metahí"	NA	NA	"OMN"	"Oman"	"Region"	"Province"	NA	NA	"Vicinity of Samail, Ad Dakhiliyah"	23.308805	NA	58.029331	NA	NA	NA	100	304	19750420	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	NA	0	NA	12	0	20	169	"OMN"	"Oman"	1	"Ad Dakhliyah"	"Ad Dakhiliyah"	"Region"	8	"Samail"	"NA "	"Province"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	3	44.6666666666667	74.4444444444444
"AMZ220"	120486	"MUZ"	"AA193"	NA	NA	NA	NA	"Verbascum"	"omanense"	"Hub.-Mor."	NA	NA	"metahí"	NA	NA	"OMN"	"Oman"	"Region"	"Province"	NA	NA	"Wadi Al Khawd, Muscat"	23.566575	NA	58.115768	NA	NA	NA	100	80	20210714	NA	NA	100	NA	23	NA	NA	NA	NA	NA	NA	"10;50"	0	NA	14	0	15	169	"OMN"	"Oman"	8	"Muscat"	"Masqat"	"Province"	45	"A Seeb"	"As Seeb"	"Province"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	20	3	1	3	3	3	41.6666666666667	69.4444444444444
"AMZ221"	120492	"MUZ"	"AA199"	NA	NA	NA	NA	"Verbascum"	"omanense"	"Hub.-Mor."	NA	NA	"metahí"	NA	NA	"OMN"	"Oman"	"Region"	"Province"	NA	NA	"Near Al Arid Village, Ad Dhahirah"	23.45128	NA	56.637391	NA	NA	NA	100	96	20210807	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	169	"OMN"	"Oman"	3	"Al Dhahira"	"Adh Dhahirah|Az Zahirah"	"Region"	22	"Ibri"	"NA "	"Province"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	20	3	1	3	3	3	31.6666666666667	52.7777777777778
"AMZ222"	120493	"BM"	"JM6317"	NA	NA	NA	NA	"Verbascum "	"akdarense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"OMN"	"Oman"	"Region"	"Province"	NA	NA	"Vicinity of An Nid, Al Batinah South"	23.224417	NA	57.334868	NA	NA	NA	100	820	19750408	NA	NA	100	NA	62	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	169	"OMN"	"Oman"	1	"Ad Dakhliyah"	"Ad Dakhiliyah"	"Region"	2	"Al Hamra"	"NA "	"Province"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	3	39.6666666666667	66.1111111111111
"AMZ223"	120493	"BM"	"JM6403"	NA	NA	NA	NA	"Verbascum "	"akdarense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"OMN"	"Oman"	"Region"	"Province"	NA	NA	"Vicinity of An Nid, Al Batinah South"	23.216667	NA	57.316667	NA	NA	NA	100	820	19750409	NA	NA	100	NA	62	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	169	"OMN"	"Oman"	1	"Ad Dakhliyah"	"Ad Dakhiliyah"	"Region"	2	"Al Hamra"	"NA "	"Province"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	3	39.6666666666667	66.1111111111111
"AMZ224"	120487	"BM"	"JM6248"	NA	NA	NA	NA	"Verbascum "	"akdarense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"OMN"	"Oman"	"Region"	"Province"	NA	NA	"Wadi Sahtan, Al Batinah South"	23.383333	NA	57.316667	NA	NA	NA	100	425	19750405	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	169	"OMN"	"Oman"	2	"Al Batnah"	"Al Batinah|Ad Batinah"	"Region"	9	"A Rustaq"	"Ar Rustaq"	"Province"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	3	39.6666666666667	66.1111111111111
"AMZ225"	120493	"OBG"	"AHIN73"	NA	NA	NA	NA	"Verbascum "	"akdarense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"OMN"	"Oman"	"Region"	"Province"	NA	NA	"Wadi Bani Awf, Balad Seet village, Al Batinah South"	23.1923	NA	57.388978	NA	NA	NA	100	960	NA	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	3	0	20	169	"OMN"	"Oman"	1	"Ad Dakhliyah"	"Ad Dakhiliyah"	"Region"	2	"Al Hamra"	"NA "	"Province"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	17	0	1	3	3	3	43.6666666666667	72.7777777777778
"AMZ226"	120487	"K"	"AP907"	NA	NA	NA	NA	"Verbascum "	"akdarense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"OMN"	"Oman"	"Region"	"Province"	NA	NA	"Wadi between Nakhl and Rustaq, Al Batinah South"	23.416644	NA	57.483349	NA	NA	NA	100	373	20010417	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	169	"OMN"	"Oman"	2	"Al Batnah"	"Al Batinah|Ad Batinah"	"Region"	9	"A Rustaq"	"Ar Rustaq"	"Province"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	20	3	1	3	3	3	31.6666666666667	52.7777777777778
"AMZ227"	120497	"OBG"	"AP2441"	NA	NA	NA	NA	"Verbascum "	"akdarense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"OMN"	"Oman"	"Region"	"Province"	NA	NA	"Wakan village, Ad Dakhiliyah"	23.136879	NA	57.733581	NA	NA	NA	100	1499	20070418	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	3	0	20	169	"OMN"	"Oman"	1	"Ad Dakhliyah"	"Ad Dakhiliyah"	"Region"	5	"Izki"	"NA "	"Province"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	20	3	1	3	3	3	46.6666666666667	77.7777777777778
"AMZ228"	120498	"BM"	"JM3663"	NA	NA	NA	NA	"Verbascum "	"akdarense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"OMN"	"Oman"	"Region"	"Province"	NA	NA	"Wadi Kamah trail, Ad Dakhiliyah"	23.033333	NA	57.55	NA	NA	NA	100	609	19720320	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	169	"OMN"	"Oman"	1	"Ad Dakhliyah"	"Ad Dakhiliyah"	"Region"	7	"Nizwa"	"NA "	"Province"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	18	1	1	3	3	3	29.6666666666667	49.4444444444444
"AMZ229"	120493	"MUZ"	"AA189"	NA	NA	NA	NA	"Verbascum "	"akdarense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"OMN"	"Oman"	"Region"	"Province"	NA	NA	"Near Ar Ruhbah, western Hajar mountains, Ad Dakhiliyah"	23.168386	NA	57.105048	NA	NA	NA	100	973	20210628	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	"50"	0	NA	19	0	5	169	"OMN"	"Oman"	1	"Ad Dakhliyah"	"Ad Dakhiliyah"	"Region"	2	"Al Hamra"	"NA "	"Province"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	20	3	1	3	3	3	31.6666666666667	52.7777777777778
"AMZ230"	120497	"OBG"	"ISRA1368"	NA	NA	NA	NA	"Verbascum "	"akdarense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"OMN"	"Oman"	"Region"	"Province"	NA	NA	"Jabal Al Akhdar, village of Shurayjah, Ad Dakhiliyah"	23.071717	NA	57.66185	NA	NA	NA	100	1834	NA	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	15	0	20	169	"OMN"	"Oman"	1	"Ad Dakhliyah"	"Ad Dakhiliyah"	"Region"	5	"Izki"	"NA "	"Province"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	17	0	1	3	3	3	43.6666666666667	72.7777777777778
"AMZ231"	120497	"MUZ"	"AA195"	NA	NA	NA	NA	"Verbascum "	"akdarense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"OMN"	"Oman"	"Region"	"Province"	NA	NA	"Wakan village, Ad Dakhiliyah"	23.13985	NA	57.730019	NA	NA	NA	100	1400	20210812	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	169	"OMN"	"Oman"	1	"Ad Dakhliyah"	"Ad Dakhiliyah"	"Region"	5	"Izki"	"NA "	"Province"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	20	3	1	3	3	3	31.6666666666667	52.7777777777778
"AMZ232"	120503	"OBG"	"AP3771"	NA	NA	NA	NA	"Verbascum "	"akdarense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"OMN"	"Oman"	"Region"	"Province"	NA	NA	"Jabal Bani Jabir, Eastern Hajar mountains, Ash Sharqiyah North"	22.705686	NA	59.153606	NA	NA	NA	100	1600	20090323	NA	NA	100	NA	11	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	169	"OMN"	"Oman"	5	"Ash Sharqiyah"	NA	"Region"	29	"Biddiya"	"Bidiyah"	"Province"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	20	3	1	3	3	3	41.6666666666667	69.4444444444444
"AMZ233"	120495	"OBG"	"DLHH40"	NA	NA	NA	NA	"Verbascum "	"akdarense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"OMN"	"Oman"	"Region"	"Province"	NA	NA	"Al Jabal Al Abyad, Ash Sharqiyah North"	22.928	NA	58.906333	NA	NA	NA	100	1483	NA	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	169	"OMN"	"Oman"	8	"Muscat"	"Masqat"	"Province"	49	"Quriyat"	"Qurayyat"	"Province"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	17	0	1	3	3	3	28.6666666666667	47.7777777777778
"AMZ234"	120495	"OBG"	"HHM47"	NA	NA	NA	NA	"Verbascum "	"akdarense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"OMN"	"Oman"	"Region"	"Province"	NA	NA	"Jabal Al Abyad, Ash Sharqiyah North"	22.923	NA	58.930389	NA	NA	NA	100	1270	NA	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	169	"OMN"	"Oman"	8	"Muscat"	"Masqat"	"Province"	49	"Quriyat"	"Qurayyat"	"Province"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	17	0	1	3	3	3	28.6666666666667	47.7777777777778
"AMZ235"	120495	"OBG"	"SAHATM100"	NA	NA	NA	NA	"Verbascum "	"akdarense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"OMN"	"Oman"	"Region"	"Province"	NA	NA	"Jabal Al Abyad, Ash Sharqiyah North"	22.938139	NA	58.888556	NA	NA	NA	100	1525	NA	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	169	"OMN"	"Oman"	8	"Muscat"	"Masqat"	"Province"	49	"Quriyat"	"Qurayyat"	"Province"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	17	0	1	3	3	3	28.6666666666667	47.7777777777778
"AMZ236"	120483	"MUZ"	"AA192"	NA	NA	NA	NA	"Verbascum "	"akdarense"	"(Murb.) Hub.-Mor."	NA	NA	NA	NA	NA	"OMN"	"Oman"	"Region"	"Province"	NA	NA	"Wadi Asahban, Al Batinah North"	24.189636	NA	56.317592	NA	NA	NA	100	522	20210713	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	"50"	0	NA	14	0	15	169	"OMN"	"Oman"	2	"Al Batnah"	"Al Batinah|Ad Batinah"	"Region"	19	"Sohar"	"NA "	"Province"	NA	NA	NA	NA	NA	NA	NA	NA	"ADM2"	6.66666666666667	20	3	1	3	3	3	41.6666666666667	69.4444444444444
"AMZ239"	173061	"K"	"IS2049"	NA	NA	NA	NA	"Verbascum "	"longibracteatum   "	"Defl."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Jabal Soudah, northwest of Abha, Abha"	18.285132	NA	42.36829	NA	NA	NA	200	2740	19800310	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	12	0	20	198	"SAU"	"Saudi Arabia"	1	"`Asir"	"Asir|Aseer|Assyear"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	48	80
"AMZ240"	173058	"K"	"IS9015"	NA	NA	NA	NA	"Verbascum "	"longibracteatum   "	"Defl."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Al-Abna Road, 7 km S of Baljurashi, Al-Baha"	19.807119	NA	41.603033	NA	NA	NA	200	1674	19940224	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	2	"Al Bahah"	"Baha"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	43	71.6666666666667
"AMZ241"	173058	"K"	"IS4330"	NA	NA	NA	NA	"Verbascum "	"longibracteatum   "	"Defl."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Al-Abna Road, 5 km S of Baljurashi, Al-Baha"	19.798824	NA	41.617687	NA	NA	NA	200	1981	19830417	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	2	"Al Bahah"	"Baha"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	43	71.6666666666667
"AMZ242"	173061	"K"	"IS7170"	NA	NA	NA	NA	"Verbascum "	"longibracteatum   "	"Defl."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Near Tanomah, Abha"	18.994868	NA	42.157874	NA	NA	NA	200	2012	19890502	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	1	"`Asir"	"Asir|Aseer|Assyear"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	18	1	1	3	3	2	43	71.6666666666667
"AMZ243"	173058	"MUZ"	"AA7"	NA	NA	NA	NA	"Verbascum "	"longibracteatum   "	"Defl."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Heznah road between Al-Makhwah and Baljurashi, Al-Baha"	19.828267	NA	41.535483	NA	NA	NA	100	1688	20200812	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	2	"Al Bahah"	"Baha"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	45	75
"AMZ244"	173058	"MUZ"	"AA8"	NA	NA	NA	NA	"Verbascum "	"longibracteatum   "	"Defl."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Heznah road between Al-Makhwah and Baljurashi, Al-Baha"	19.8311	NA	41.54075	NA	NA	NA	100	1689	20200812	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	"50"	0	NA	19	0	5	198	"SAU"	"Saudi Arabia"	2	"Al Bahah"	"Baha"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	35	58.3333333333333
"AMZ245"	173058	"MUZ"	"AA9"	NA	NA	NA	NA	"Verbascum "	"longibracteatum   "	"Defl."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Heznah road between Al-Makhwah and Baljurashi, Al-Baha"	19.831183	NA	41.5408	NA	NA	NA	100	1687	20200812	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	19	0	5	198	"SAU"	"Saudi Arabia"	2	"Al Bahah"	"Baha"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	35	58.3333333333333
"AMZ246"	173058	"MUZ"	"AA11"	NA	NA	NA	NA	"Verbascum "	"longibracteatum   "	"Defl."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Heznah road between Al-Makhwah and Baljurashi, Al-Baha"	19.82795	NA	41.539033	NA	NA	NA	100	1664	20200812	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	2	"Al Bahah"	"Baha"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	45	75
"AMZ247"	173058	"MUZ"	"AA12"	NA	NA	NA	NA	"Verbascum "	"longibracteatum   "	"Defl."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Heznah road between Al-Makhwah and Baljurashi, Al-Baha"	19.827283	NA	41.53815	NA	NA	NA	100	1640	20200812	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	2	"Al Bahah"	"Baha"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	45	75
"AMZ248"	173058	"MUZ"	"AA13"	NA	NA	NA	NA	"Verbascum "	"longibracteatum   "	"Defl."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Heznah road between Al-Makhwah and Baljurashi, Al-Baha"	19.828183	NA	41.534967	NA	NA	NA	100	1533	20200812	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	2	"Al Bahah"	"Baha"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	45	75
"AMZ249"	173063	"MUZ"	"AA144"	NA	NA	NA	NA	"Verbascum "	"longibracteatum   "	"Defl."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Jabal Al-Qahar, Jazan"	17.627317	NA	42.878933	NA	NA	NA	100	1689	20210212	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	"10;50"	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	10	"Jizan"	"Jazan|Qizan"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	45	75
"AMZ250"	173058	"MUZ"	"AA169"	NA	NA	NA	NA	"Verbascum "	"longibracteatum   "	"Defl."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Mna'a road, near Doos tribs, Al-Baha"	20.308217	NA	41.185467	NA	NA	NA	100	1396	20210314	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	"10;50"	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	2	"Al Bahah"	"Baha"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	45	75
"AMZ251"	173058	"MUZ"	"AA222"	NA	NA	NA	NA	"Verbascum "	"longibracteatum   "	"Defl."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Mna'a road, near Doos tribs, Al-Baha"	20.30945	NA	41.186783	NA	NA	NA	100	1503	20210314	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	2	"Al Bahah"	"Baha"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	45	75
"AMZ252"	173058	"MUZ"	"AA223"	NA	NA	NA	NA	"Verbascum "	"longibracteatum   "	"Defl."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Mna'a road, near Doos tribs, Al-Baha"	20.308767	NA	41.187933	NA	NA	NA	100	1550	20210314	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	2	"Al Bahah"	"Baha"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	45	75
"AMZ253"	173058	"MUZ"	"AA224"	NA	NA	NA	NA	"Verbascum "	"longibracteatum   "	"Defl."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Mna'a road, near Doos tribs, Al-Baha"	20.310933	NA	41.189717	NA	NA	NA	100	1630	20210314	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	2	"Al Bahah"	"Baha"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	45	75
"AMZ254"	173058	"MUZ"	"AA225"	NA	NA	NA	NA	"Verbascum "	"longibracteatum   "	"Defl."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Mna'a road, near Doos tribs, Al-Baha"	20.312083	NA	41.191183	NA	NA	NA	100	1750	20210314	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	2	"Al Bahah"	"Baha"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	45	75
"AMZ255"	173058	"MUZ"	"AA226"	NA	NA	NA	NA	"Verbascum "	"longibracteatum   "	"Defl."	NA	NA	NA	NA	NA	"SAU"	"Saudi Arabia"	"Region"	NA	NA	NA	"Mna'a road, near Doos tribs, Al-Baha"	20.31115	NA	41.19305	NA	NA	NA	100	1811	20210314	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA	14	0	15	198	"SAU"	"Saudi Arabia"	2	"Al Bahah"	"Baha"	"Region"	NA	NA	"NA "	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADM1"	10	20	3	1	3	3	3	45	75
