INSTCODE	ACCENUMB	COLLNUMB	COLLCODE	COLLNAME	COLLINSTADDRESS	COLLMISSID	GENUS	SPECIES	SPAUTHOR	SUBTAXA	SUBTAUTHOR	CROPNAME	ACCENAME	ACQDATE	ORIGCTY	NAMECTY	ADM1	ADM2	ADM3	ADM4	COLLSITE	DECLATITUDE	LATITUDE	DECLONGITUDE	LONGITUDE	COORDUNCERT	COORDDATUM	GEOREFMETH	ELEVATION	COLLDATE	BREDCODE	BREDNAME	SAMPSTAT	ANCEST	COLLSRC	DONORCODE	DONORNAME	DONORNUMB	OTHERNUMB	DUPLSITE	DUPLINSTNAME	STORAGE	MLSSTAT	REMARKS
E	E00066943	IS5368	NA	NA	NA	NA	Verbascum	saudiarabicum	(A.Alzahrani) A.Alzahrani	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Waterfall beauty spot 10 km NW of Abha, Jabal Al-Soudah Road"	18.281247	NA	42.395356	NA	NA	NA	200	2530	19850508	NA	NA	100	NA	11	NA	NA	NA	NA	NA	NA	NA	0	NA
K	AMZ112	IS527	NA	NA	NA	NA	Verbascum  	schimperianum 	Boiss.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Wadi Sawawin, Tabuk"	27.958202	NA	35.775274	NA	NA	NA	200	600	19780326	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ113	AA209	NA	NA	NA	NA	Verbascum  	schimperianum 	Boiss.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Ain Al-Shayatei, Tabuk"	28.230708	NA	35.576656	NA	NA	NA	100	1260	20230311	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ114	AA210	NA	NA	NA	NA	Verbascum  	schimperianum 	Boiss.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Near Ain Al-Shayatei, Tabuk"	28.226568	NA	35.614039	NA	NA	NA	100	1272	20230312	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ158	AA212	NA	NA	NA	NA	Verbascum 	shiqricum 	Hemaid	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Near Alaqan, road to Al-Sharaf, Tabuk "	28.86761	NA	35.639173	NA	NA	NA	100	1217	20230417	NA	NA	100	NA	14	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ159	AA149	NA	NA	NA	NA	Verbascum 	shiqricum 	Hemaid	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Near Bir Al-Qurr, Al-Ula, Medina"	26.377567	NA	37.420767	NA	NA	NA	100	1160	20210305	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	50	0	NA
MUZ	AMZ160	AA150	NA	NA	NA	NA	Verbascum 	shiqricum 	Hemaid	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Harrat Khaybar, near Jabal Abyad, Khaybar"	25.688567	NA	39.995567	NA	NA	NA	100	1675	20210306	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	10;50	0	NA
MUZ	AMZ161	AA151	NA	NA	NA	NA	Verbascum 	shiqricum 	Hemaid	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Harrat Khaybar, near Jabal Abyad, Khaybar"	25.689067	NA	39.99525	NA	NA	NA	100	1679	20210306	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	50	0	NA
MUZ	AMZ162	AA180	NA	NA	NA	NA	Verbascum 	shiqricum 	Hemaid	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Tabuk road between Duba and Shigry, near Shigry, Tabuk"	28.034217	NA	36.030433	NA	NA	NA	100	1110	20210616	NA	NA	100	NA	14	NA	NA	NA	NA	NA	NA	10;50	0	NA
MUZ	AMZ163	AA146	NA	NA	NA	NA	Verbascum 	shiqricum 	Hemaid	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Alaqan, near Jordan borders, Tabuk"	29.149217	NA	35.42445	NA	NA	NA	100	1295	20210301	NA	NA	100	NA	14	NA	NA	NA	NA	NA	NA	50	0	NA
K	AMZ164	IS1013	NA	NA	NA	NA	Verbascum 	shiqricum 	Hemaid	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Wadi Qaraqir, Tabuk"	27.682661	NA	36.439064	NA	NA	NA	200	1066	19790310	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ165	AA213	NA	NA	NA	NA	Verbascum 	shiqricum 	Hemaid	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Harrat Uwayrid, Medina"	27.165339	NA	37.619046	NA	NA	NA	100	1312	20230420	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA
E	E00066949	IS3757	NA	NA	NA	NA	Verbascum 	shiqricum 	Hemaid	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Harrat Khaybar, 125 Km N of, Medina "	25.683333	NA	39.95	NA	NA	NA	100	1676	19820810	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA
E	E00066957	IS7028	NA	NA	NA	NA	Verbascum 	shiqricum 	Hemaid	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Hisma ranges, Tabuk"	29.102578	NA	35.612561	NA	NA	NA	200	1000	19890326	NA	NA	100	NA	14	NA	NA	NA	NA	NA	NA	NA	0	NA
E	E00066964	IS5277	NA	NA	NA	NA	Verbascum 	shiqricum 	Hemaid	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Between Sawawin and Shiqri, Tabuk"	28.094937	NA	35.948687	NA	NA	NA	200	915	19850412	NA	NA	100	NA	14	NA	NA	NA	NA	NA	NA	NA	0	NA
K	AMZ132	IS8213	NA	NA	NA	NA	Verbascum 	sinaiticum  	Benth.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Al-Lawz, S of Aqaba, Wadi Lakus, Tabuk"	28.679237	NA	35.321617	NA	NA	NA	200	1585	19920505	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA
KSU	AMZ133	JT24311	NA	NA	NA	NA	Verbascum 	sinaiticum  	Benth.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Al-Lawz, Tabuk"	28.719919	NA	35.289363	NA	NA	NA	200	1600	20160602	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
KSU	AMZ134	JT23741	NA	NA	NA	NA	Verbascum 	sinaiticum  	Benth.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Wadi Al-Disah, Tabuk"	27.631671	NA	36.550361	NA	NA	NA	200	NA	20140401	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA
KSU	AMZ135	MM23366	NA	NA	NA	NA	Verbascum 	sinaiticum  	Benth.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Al-Lawz, Tabuk"	28.673861	NA	35.324737	NA	NA	NA	200	NA	20160506	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ136	AA181	NA	NA	NA	NA	Verbascum 	sinaiticum  	Benth.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Al-Lawz, Tabuk"	28.73925	NA	35.336283	NA	NA	NA	100	1939	20210617	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	10;50	0	NA
MUZ	AMZ137	AA87	NA	NA	NA	NA	Verbascum 	sinaiticum  	Benth.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Wadi Al-Disah, Tabuk"	27.635433	NA	36.55805	NA	NA	NA	100	730	20200821	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	50	0	NA
MUZ	AMZ138	AA88	NA	NA	NA	NA	Verbascum 	sinaiticum  	Benth.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Al-Lawz, Tabuk"	28.719067	NA	35.348383	NA	NA	NA	100	1814	20200822	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ139	AA91	NA	NA	NA	NA	Verbascum 	sinaiticum  	Benth.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Al-Lawz, Tabuk"	28.739633	NA	35.336483	NA	NA	NA	100	1942	20200822	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ140	AA92	NA	NA	NA	NA	Verbascum 	sinaiticum  	Benth.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Al-Lawz, Tabuk"	28.738917	NA	35.335983	NA	NA	NA	100	1930	20200822	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ141	AA93	NA	NA	NA	NA	Verbascum 	sinaiticum  	Benth.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Al-Lawz, Tabuk"	28.7383	NA	35.335767	NA	NA	NA	100	1935	20200822	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ142	AA94	NA	NA	NA	NA	Verbascum 	sinaiticum  	Benth.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Al-Lawz, Tabuk"	28.740117	NA	35.336267	NA	NA	NA	100	1950	20200822	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ143	AA95	NA	NA	NA	NA	Verbascum 	sinaiticum  	Benth.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Al-Lawz, Tabuk"	28.739283	NA	35.328767	NA	NA	NA	100	1962	20200822	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ144	AA96	NA	NA	NA	NA	Verbascum 	sinaiticum  	Benth.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Al-Lawz, Tabuk"	28.739167	NA	35.327417	NA	NA	NA	100	1964	20200822	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ145	AA97	NA	NA	NA	NA	Verbascum 	sinaiticum  	Benth.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Al-Lawz, Tabuk"	28.73895	NA	35.326183	NA	NA	NA	100	1966	20200822	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ146	AA98	NA	NA	NA	NA	Verbascum 	sinaiticum  	Benth.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Al-Lawz, Tabuk"	28.738667	NA	35.325067	NA	NA	NA	100	1967	20200822	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ147	AA99	NA	NA	NA	NA	Verbascum 	sinaiticum  	Benth.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Al-Lawz, Tabuk"	28.733333	NA	35.32755	NA	NA	NA	100	2015	20200822	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ148	AA100	NA	NA	NA	NA	Verbascum 	sinaiticum  	Benth.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Al-Lawz, Tabuk"	28.732733	NA	35.32795	NA	NA	NA	100	2027	20200822	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ149	AA101	NA	NA	NA	NA	Verbascum 	sinaiticum  	Benth.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Al-Lawz, Tabuk"	28.730567	NA	35.327633	NA	NA	NA	100	2050	20200822	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ150	AA102	NA	NA	NA	NA	Verbascum 	sinaiticum  	Benth.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Al-Lawz, Tabuk"	28.72725	NA	35.32425	NA	NA	NA	100	2059	20200822	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
E	E00066927	IS7235	NA	NA	NA	NA	Verbascum 	sinaiticum  	Benth.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Al-Lawz, near Aqaba Gulf, Tabuk"	28.64481	NA	35.284538	NA	NA	NA	200	1219	19890803	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA
E	E00092224	IS9144	NA	NA	NA	NA	Verbascum 	sinaiticum  	Benth.	NA	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Harrat Raha, 20 km SE of Badiah, Tabuk"	27.824387	NA	36.545959	NA	NA	NA	200	1463	19940517	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ115	AA148	NA	NA	NA	NA	Verbascum 	transjordanicum 	Murb.	NA	NA	"transjordan mullein’, 'Abu Ain’"	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Near Harrat Al-Harrat Reserve, Turaif province."	31.21815	NA	39.525383	NA	NA	NA	100	832	20210304	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	50	0	NA
E	E00092227	IS9092	NA	NA	NA	NA	Verbascum 	transjordanicum 	Murb.	NA	NA	"transjordan mullein’, 'Abu Ain’"	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"5 km NNW of Turaif Camp, Turaif"	31.6889	NA	39.457239	NA	NA	NA	100	820	19940422	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA
K	AMZ276	JW1669	NA	NA	NA	NA	Verbascum 	yemense 	Defl. 	var. yemense	NA	NA	NA	NA	YEM	Yemen	Governorate	District	NA	NA	"Shibam, Sana'a"	15.053526	NA	43.739655	NA	NA	NA	200	2800	19770601	NA	NA	100	NA	62	NA	NA	NA	NA	NA	NA	NA	0	NA
K	AMZ277	FH6299	NA	NA	NA	NA	Verbascum 	yemense 	Defl. 	var. yemense	NA	NA	NA	NA	YEM	Yemen	Governorate	District	NA	NA	"Haddah, Sana'a"	15.283333	NA	44.133333	NA	NA	NA	100	2280	19751107	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA
K	AMZ278	JW2158	NA	NA	NA	NA	Verbascum 	yemense 	Defl. 	var. yemense	NA	NA	NA	NA	YEM	Yemen	Governorate	District	NA	NA	"Roadside at Kilo 22 between Sana'a and Walan, Sana'a"	15.105566	NA	44.273561	NA	NA	NA	200	2300	19771214	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
BM	AMZ279	HB494	NA	NA	NA	NA	Verbascum 	yemense 	Defl. 	var. yemense	NA	NA	NA	NA	YEM	Yemen	Governorate	District	NA	NA	"Beit El-Ghofr, North Haz, Sana'a"	15.272787	NA	44.149676	NA	NA	NA	200	2800	19380204	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA
BM	AMZ280	NA	NA	NA	NA	NA	Verbascum 	yemense 	Defl. 	var. yemense	NA	NA	NA	NA	YEM	Yemen	Governorate	District	NA	NA	"Jabal Jabar, Hajjah"	15.932994	NA	43.514166	NA	NA	NA	200	2590	19460606	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA
BM	AMZ281	JW35	NA	NA	NA	NA	Verbascum 	yemense 	Defl. 	var. yemense	NA	NA	NA	NA	YEM	Yemen	Governorate	District	NA	NA	"Yarim, Ibb"	14.304023	NA	44.388374	NA	NA	NA	200	2835	19720927	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA
BM	AMZ282	JW75/600	NA	NA	NA	NA	Verbascum 	yemense 	Defl. 	var. yemense	NA	NA	NA	NA	YEM	Yemen	Governorate	District	NA	NA	"1 mile south of Khamr, Amran"	15.982003	NA	43.943411	NA	NA	NA	200	2500	19750827	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA
K	AMZ283	LA14259	NA	NA	NA	NA	Verbascum 	yemense 	Defl. 	var. yemense	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"40-42 km S of Abha, near Al-Jarrah National Park and Tamniah village, Abha"	17.99676	NA	42.761556	NA	NA	NA	200	NA	19800524	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA
K	AMZ284	IS231	NA	NA	NA	NA	Verbascum 	yemense 	Defl. 	var. yemense	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Talha Camp, Arjh, Abha"	17.888281	NA	43.385007	NA	NA	NA	200	NA	19740402	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA
K	AMZ285	IS53	NA	NA	NA	NA	Verbascum 	yemense 	Defl. 	var. yemense	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"10 miles east of Hamdah camp, between Tatlith and Khamis Mushayt, Abha"	18.367015	NA	42.836271	NA	NA	NA	200	1524	19770325	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA
K	AMZ286	IS1348	NA	NA	NA	NA	Verbascum 	yemense 	Defl. 	var. yemense	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Tanomah, Abha"	18.990529	NA	42.140812	NA	NA	NA	200	1829	19790413	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
K	AMZ287	IS71	NA	NA	NA	NA	Verbascum 	yemense 	Defl. 	var. yemense	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"15 miles east of Hamdah camp, between Tatlith and Khamis Mushayt, Abha"	18.382211	NA	42.881394	NA	NA	NA	200	1524	19770325	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
BM	AMZ288	NA	NA	NA	NA	NA	Verbascum 	yemense 	Defl. 	var. yemense	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Above Dhahran, Abha"	17.730067	NA	43.514353	NA	NA	NA	200	2438	19460512	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA
BM	AMZ289	JT147	NA	NA	NA	NA	Verbascum 	yemense 	Defl. 	var. yemense	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Soda, Abha"	18.284763	NA	42.397793	NA	NA	NA	200	2800	19520810	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ290	AA177	NA	NA	NA	NA	Verbascum 	yemense 	Defl. 	var. yemense	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Al-Soudah road, Al-Soudah, Abha"	18.31635	NA	42.330733	NA	NA	NA	100	2649	20210320	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	10;50	0	NA
MUZ	AMZ291	AA215	NA	NA	NA	NA	Verbascum 	yemense 	Defl. 	var. yemense	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Al-Soudah road, Al-Soudah, Abha"	18.255483	NA	42.39065	NA	NA	NA	100	2860	20210320	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ292	AA216	NA	NA	NA	NA	Verbascum 	yemense 	Defl. 	var. yemense	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Near Al-Sahab park, Al-Soudah, Abha"	18.22565	NA	42.404617	NA	NA	NA	100	2694	20210320	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ293	AA217	NA	NA	NA	NA	Verbascum 	yemense 	Defl. 	var. yemense	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Near Al-Sahab park, Al-Soudah, Abha"	18.2171	NA	42.4061	NA	NA	NA	100	2696	20210320	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ294	AA218	NA	NA	NA	NA	Verbascum 	yemense 	Defl. 	var. yemense	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Near Al-Sahab park, Al-Soudah, Abha"	18.215283	NA	42.407683	NA	NA	NA	100	2691	20210320	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ295	AA178	NA	NA	NA	NA	Verbascum 	yemense 	Defl. 	var. yemense	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Near Al-Azzah village, Bilhamr, Abha"	18.6239	NA	42.255483	NA	NA	NA	100	2693	20210320	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	10;50	0	NA
MUZ	AMZ296	AA179	NA	NA	NA	NA	Verbascum 	yemense 	Defl. 	var. yemense	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Mna'a, Tanomah, Abha"	18.973067	NA	42.183667	NA	NA	NA	100	2597	20210320	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	10;50	0	NA
MUZ	AMZ297	AA172	NA	NA	NA	NA	Verbascum 	yemense 	Defl. 	var. yemense	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"King Faisal road between Bani Amr and Al-Namas, Abha"	19.15825	NA	42.11175	NA	NA	NA	100	2402	20210315	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	10;50	0	NA
MUZ	AMZ298	AA166	NA	NA	NA	NA	Verbascum 	yemense 	Defl. 	var. yemense	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Near Jabal Al-Balace, Baljurashi, Al-Baha"	19.828417	NA	41.861517	NA	NA	NA	100	1996	20210313	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	50	0	NA
MUZ	AMZ299	AA240	NA	NA	NA	NA	Verbascum 	yemense 	Defl. 	var. yemense	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Maysaan, Taif"	20.730067	NA	40.824283	NA	NA	NA	100	2244	20210311	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ300	AA239	NA	NA	NA	NA	Verbascum 	yemense 	Defl. 	var. yemense	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Near Suq Al-Rubu, Mayssaan, Taif"	20.768133	NA	40.7874	NA	NA	NA	100	2275	20210311	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ301	AA238	NA	NA	NA	NA	Verbascum 	yemense 	Defl. 	var. yemense	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Near Suq Al-Rubu, Mayssaan, Taif"	20.801817	NA	40.77395	NA	NA	NA	100	2517	20210311	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ302	AA161	NA	NA	NA	NA	Verbascum 	yemense 	Defl. 	var. yemense	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Near Bani Saad, Taif"	20.9149	NA	40.792117	NA	NA	NA	100	2133	20210311	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	10;50	0	NA
MUZ	AMZ303	AA156	NA	NA	NA	NA	Verbascum 	yemense 	Defl. 	var. yemense	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Wadi Thi Ghazal, Ash Shafa, Taif"	21.071283	NA	40.3842	NA	NA	NA	100	2088	20210310	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	10;50	0	NA
MUZ	AMZ304	AA117	NA	NA	NA	NA	Verbascum 	yemense 	Defl. 	var. yemense	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Sand old road to Al-Kodari village, Tanomah, Abha"	19.012367	NA	42.186283	NA	NA	NA	100	2137	20200830	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	50	0	NA
MUZ	AMZ305	AA145	NA	NA	NA	NA	Verbascum 	yemense 	Defl. 	var. yemense	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Jabal Al-Aswad, Jazan"	17.5859	NA	42.884283	NA	NA	NA	100	1407	20210213	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	10;50	0	NA
K	AMZ306	IS2091	NA	NA	NA	NA	Verbascum 	yemense 	Defl. 	var. asiricum	 A.Alzahrani	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"70 km, S.E. of Abha, Abha"	18.057347	NA	42.710371	NA	NA	NA	200	2130	19800314	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
BM	AMZ307	DH118	NA	NA	NA	NA	Verbascum 	yemense 	Defl. 	var. asiricum	 A.Alzahrani	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Dalagan national park, Abha"	18.106189	NA	42.718444	NA	NA	NA	200	NA	19810306	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA
BM	AMZ308	DH59	NA	NA	NA	NA	Verbascum 	yemense 	Defl. 	var. asiricum	 A.Alzahrani	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Dalagan national park, Abha"	18.104826	NA	42.705918	NA	NA	NA	200	NA	19810301	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA
K	AMZ309	AN237	NA	NA	NA	NA	Verbascum 	yemense 	Defl. 	var. asiricum	 A.Alzahrani	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Wadi Dalagan, Abha"	18.096935	NA	42.709324	NA	NA	NA	200	NA	19800327	NA	NA	100	NA	10	NA	NA	NA	NA	NA	NA	NA	0	NA
MUZ	AMZ310	AA175	NA	NA	NA	NA	Verbascum 	yemense 	Defl. 	var. asiricum	 A.Alzahrani	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Near Tamniah village, Abha"	18.004183	NA	42.767467	NA	NA	NA	100	2485	20210319	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	10;50	0	NA
E	E00066939	IS2965	NA	NA	NA	NA	Verbascum 	yemense 	Defl. 	var. yemense	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Between Abha and Jabal Al-Soudah, Abha"	18.2362	NA	42.400656	NA	NA	NA	200	2590	19811017	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
E	E00066941	IS5321	NA	NA	NA	NA	Verbascum 	yemense 	Defl. 	var. yemense	NA	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Al-Namas, Abha"	19.16042	NA	42.110826	NA	NA	NA	200	2073	19850428	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
E	E00066944	IS4478	NA	NA	NA	NA	Verbascum 	yemense 	Defl. 	var. asiricum	 A.Alzahrani	NA	NA	NA	SAU	Saudi Arabia	Region	NA	NA	NA	"Near Souk Al-Ithnayn, head of Wadi Al-Soudah, 50 km S of Abha, Abha"	18.026615	NA	42.754036	NA	NA	NA	200	2438	19830821	NA	NA	100	NA	61	NA	NA	NA	NA	NA	NA	NA	0	NA
